expr_name,tier,node_count,curve,app_target,app_actual,sweeps,rules_allowed,classes,nodes,cost,stop,clamped,regret_pct
band0_depth2_s1,blitz,9,oracle,51200,13,2,4,11,11,7,quiesced,true,0.0000
band0_depth2_s1,blitz,9,oracle,102400,13,2,4,11,11,7,quiesced,true,0.0000
band0_depth2_s1,blitz,9,oracle,204800,13,2,4,11,11,7,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,25,25,3,62,16,16,204,app_budget,false,0.0000
band0_depth2_s2,rapid,11,unguided,50,39,4,62,16,16,204,quiesced,false,0.0000
band0_depth2_s2,rapid,11,unguided,100,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,200,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,400,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,800,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,1600,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,3200,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,6400,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,12800,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,25600,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,51200,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,102400,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,unguided,204800,39,4,62,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,25,25,3,4,16,16,204,app_budget,false,0.0000
band0_depth2_s2,rapid,11,oracle,50,39,4,4,16,16,204,quiesced,false,0.0000
band0_depth2_s2,rapid,11,oracle,100,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,200,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,400,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,800,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,1600,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,3200,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,6400,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,12800,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,25600,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,51200,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,102400,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s2,rapid,11,oracle,204800,39,4,4,16,16,204,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,25,25,2,62,32,32,56,app_budget,false,7.6923
band0_depth2_s3,rapid,23,unguided,50,50,3,62,33,33,52,app_budget,false,0.0000
band0_depth2_s3,rapid,23,unguided,100,81,4,62,33,33,52,quiesced,false,0.0000
band0_depth2_s3,rapid,23,unguided,200,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,400,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,800,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,1600,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,3200,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,6400,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,12800,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,25600,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,51200,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,102400,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,unguided,204800,81,4,62,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,25,25,2,8,32,32,56,app_budget,false,7.6923
band0_depth2_s3,rapid,23,oracle,50,50,3,8,33,33,52,app_budget,false,0.0000
band0_depth2_s3,rapid,23,oracle,100,81,4,8,33,33,52,quiesced,false,0.0000
band0_depth2_s3,rapid,23,oracle,200,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,400,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,800,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,1600,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,3200,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,6400,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,12800,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,25600,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,51200,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,102400,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s3,rapid,23,oracle,204800,81,4,8,33,33,52,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,25,7,2,62,7,7,8,quiesced,false,0.0000
band0_depth2_s4,blitz,6,unguided,50,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,100,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,200,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,400,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,800,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,1600,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,3200,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,6400,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,12800,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,25600,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,51200,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,102400,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,unguided,204800,7,2,62,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,25,7,2,2,7,7,8,quiesced,false,0.0000
band0_depth2_s4,blitz,6,oracle,50,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,100,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,200,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,400,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,800,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,1600,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,3200,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,6400,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,12800,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,25600,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,51200,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,102400,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s4,blitz,6,oracle,204800,7,2,2,7,7,8,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,25,18,2,62,17,17,115,quiesced,false,0.0000
band0_depth2_s5,rapid,13,unguided,50,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,100,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,200,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,400,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,800,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,1600,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,3200,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,6400,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,12800,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,25600,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,51200,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,102400,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,unguided,204800,18,2,62,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,25,18,2,5,17,17,115,quiesced,false,0.0000
band0_depth2_s5,rapid,13,oracle,50,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,100,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,200,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,400,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,800,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,1600,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,3200,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,6400,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,12800,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,25600,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,51200,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,102400,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s5,rapid,13,oracle,204800,18,2,5,17,17,115,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,25,25,2,62,24,24,209,app_budget,false,0.0000
band0_depth2_s6,rapid,12,unguided,50,49,3,62,24,24,209,quiesced,false,0.0000
band0_depth2_s6,rapid,12,unguided,100,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,200,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,400,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,800,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,1600,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,3200,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,6400,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,12800,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,25600,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,51200,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,102400,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,unguided,204800,49,3,62,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,25,25,2,6,24,24,209,app_budget,false,0.0000
band0_depth2_s6,rapid,12,oracle,50,49,3,6,24,24,209,quiesced,false,0.0000
band0_depth2_s6,rapid,12,oracle,100,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,200,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,400,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,800,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,1600,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,3200,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,6400,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,12800,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,25600,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,51200,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,102400,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s6,rapid,12,oracle,204800,49,3,6,24,24,209,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,25,25,2,62,30,30,337,app_budget,false,0.0000
band0_depth2_s7,rapid,21,unguided,50,49,3,62,30,30,337,quiesced,false,0.0000
band0_depth2_s7,rapid,21,unguided,100,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,200,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,400,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,800,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,1600,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,3200,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,6400,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,12800,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,25600,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,51200,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,102400,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,unguided,204800,49,3,62,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,25,25,2,6,30,30,337,app_budget,false,0.0000
band0_depth2_s7,rapid,21,oracle,50,49,3,6,30,30,337,quiesced,false,0.0000
band0_depth2_s7,rapid,21,oracle,100,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,200,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,400,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,800,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,1600,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,3200,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,6400,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,12800,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,25600,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,51200,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,102400,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s7,rapid,21,oracle,204800,49,3,6,30,30,337,quiesced,true,0.0000
band0_depth2_s8,blitz,7,unguided,25,25,2,62,19,19,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,unguided,50,50,3,62,24,24,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,unguided,100,100,4,62,39,39,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,unguided,200,200,5,62,64,64,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,unguided,400,400,7,62,90,90,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,unguided,800,800,9,62,129,129,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,unguided,1600,1513,11,62,199,199,0,class_cap,false,0.0000
band0_depth2_s8,blitz,7,unguided,3200,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,unguided,6400,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,unguided,12800,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,unguided,25600,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,unguided,51200,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,unguided,102400,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,unguided,204800,1513,11,62,199,199,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,oracle,25,25,2,7,22,22,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,50,50,3,7,27,27,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,100,100,5,7,42,42,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,200,200,7,7,64,64,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,400,400,9,7,94,94,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,800,800,12,7,124,124,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,1600,1600,16,7,184,184,0,app_budget,false,0.0000
band0_depth2_s8,blitz,7,oracle,3200,2242,18,7,218,218,0,class_cap,false,0.0000
band0_depth2_s8,blitz,7,oracle,6400,2242,18,7,218,218,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,oracle,12800,2242,18,7,218,218,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,oracle,25600,2242,18,7,218,218,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,oracle,51200,2242,18,7,218,218,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,oracle,102400,2242,18,7,218,218,0,class_cap,true,0.0000
band0_depth2_s8,blitz,7,oracle,204800,2242,18,7,218,218,0,class_cap,true,0.0000
band0_depth2_s9,blitz,8,unguided,25,25,4,62,14,14,73,app_budget,false,0.0000
band0_depth2_s9,blitz,8,unguided,50,34,5,62,14,14,73,quiesced,false,0.0000
band0_depth2_s9,blitz,8,unguided,100,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,200,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,400,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,800,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,1600,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,3200,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,6400,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,12800,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,25600,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,51200,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,102400,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,unguided,204800,34,5,62,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,25,25,4,4,14,14,73,app_budget,false,0.0000
band0_depth2_s9,blitz,8,oracle,50,34,5,4,14,14,73,quiesced,false,0.0000
band0_depth2_s9,blitz,8,oracle,100,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,200,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,400,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,800,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,1600,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,3200,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,6400,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,12800,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,25600,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,51200,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,102400,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s9,blitz,8,oracle,204800,34,5,4,14,14,73,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,25,8,2,62,8,8,6,quiesced,false,0.0000
band0_depth2_s10,blitz,6,unguided,50,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,100,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,200,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,400,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,800,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,1600,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,3200,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,6400,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,12800,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,25600,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,51200,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,102400,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,unguided,204800,8,2,62,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,oracle,25,8,2,2,8,8,6,quiesced,false,0.0000
band0_depth2_s10,blitz,6,oracle,50,8,2,2,8,8,6,quiesced,true,0.0000
band0_depth2_s10,blitz,6,oracle,100,8,2,2,8,8,6,quiesced,true,0.0000
